Query,Classification,Intensity
Looking to enhance my basketball skills. Any training programs?,Athletics,2
I'm an experienced weightlifter looking for advanced powerlifting clubs on campus,Athletics,3
"Seeking a competitive football league for college athletes, where can I join?",Athletics,3
Looking for opportunities to continue playing varsity-level soccer in college,Athletics,3
"Interested in intense physical fitness programs at college, any recommendations?",Athletics,3
I'm passionate about rigorous exercise and seeking challenging athletic activities,Athletics,3
"Hoping to join multiple sports teams at college, any opportunities for participation?",Athletics,3
"Seeking a college soccer team to continue my athletic journey, any tryouts coming up?",Athletics,3
I'm a lifelong baseball player looking for high-level competition in college leagues,Athletics,3
Interested in joining an advanced weightlifting club on campus,Athletics,3
Looking for college football leagues that offer competitive play and skill development,Athletics,3
"Seeking varsity-level soccer opportunities at college, any teams looking for players?",Athletics,3
I'm passionate about rigorous physical activities and seeking challenging sports clubs,Athletics,3
Hoping to continue my soccer journey in college with a competitive club team,Athletics,3
I'm looking for a challenging club soccer league to join as a college athlete,Athletics,3
"Seeking competitive baseball leagues at the college level, any recommendations?",Athletics,3
"Interested in joining a collegiate powerlifting team, any clubs available for experienced lifters?",Athletics,3
Looking for a college football team to showcase my skills and passion for the game,Athletics,3
I'm an experienced soccer player seeking a college-level club or intramural team,Athletics,3
Hoping to find intense workout programs at college to stay active and fit,Athletics,3
"Interested in competitive sports opportunities at college, any tryouts or teams I can join?",Athletics,3
"Seeking varsity-level soccer opportunities in college, any clubs or leagues available?",Athletics,3
"Looking to continue my athletic journey with a college baseball team, any tryout info?",Athletics,3
I'm experienced in powerlifting and seeking advanced training groups on campus,Athletics,3
Interested in college football programs that focus on skill development and competition,Athletics,3
"Seeking college soccer teams or leagues for experienced players, any openings?",Athletics,3
I'm passionate about intense physical activity and seeking college sports clubs,Athletics,3
"Looking for varsity-level soccer opportunities in college, any team tryouts soon?",Athletics,3
Interested in joining competitive baseball leagues at the college level,Athletics,3
Seeking advanced powerlifting clubs for experienced lifters at college,Athletics,3
I'm passionate about college football and looking for competitive league options,Athletics,3
"Interested in varsity-level soccer opportunities at college, any tryouts coming up?",Athletics,3
Looking for college-level baseball teams that offer competitive play and skill development,Athletics,3
"Seeking varsity-level soccer opportunities in college, any club teams looking for players?",Athletics,3
Been competing in track and field for several years - looking for a varsity team to try out for,Athletics,3
Training for a bodybuilding competition - any recommendations for gyms with experienced trainers?,Athletics,3
Looking to take my cycling to the next level - are there any competitive cycling teams on campus,Athletics,3
Have a strong swimming background and want to train with a competitive swim team,Athletics,3
Been playing lacrosse for years - are there any tryouts for club lacrosse teams happening soon?,Athletics,3
Interested in joining a rowing team that competes at a national level,Athletics,3
Highly experienced in martial arts - are there any MMA gyms offering advanced classes?,Athletics,3
Looking for a competitive equestrian center that offers training programs for experienced riders,Athletics,3
Been training in Muay Thai for a few years - any gyms offering opportunities for competitive fighting?,Athletics,3
